Followers,Following,Following/Followers,Posts,Posts/Followers,Bio,Profile Picture,External Link,Mutual Friends,Threads,Labels
11659,54,0.004631615,1259,271827.4259,Yes,N,N,10,Yes,Real
160802,543,0.003376824,616,182419.9484,Yes,Yes,Yes,1,N,Spam
5,4217,843.4,1,0.001185677,N,N,N,0,N,Bot
41,248,6.048780488,1,0.165322581,N,N,N,0,N,Bot
2,343,171.5,2,0.011661808,N,Yes,N,0,N,Scam
29894,442,0.014785576,319,21575.08145,N,Yes,N,5,Yes,Spam
45,2225,49.44444444,1,0.020224719,N,Yes,N,0,N,Bot
7,157,22.42857143,0,0,Yes,N,N,0,N,Scam
35,4257,121.6285714,1,0.008221752,N,N,N,0,N,Bot
1903,2230,1.171833946,1090,930.1659193,yes,Yes,Yes,3,N,Real
4416,752,0.170289855,1035,6077.87234,N,N,Yes,8,Yes,Real
83427,18,0.000215757,552,2558428,N,Yes,Yes,4,N,Spam
21552,1181,0.054797699,666,12153.79509,N,Yes,N,3,N,Real
0,627,#DIV/0!,1,#DIV/0!,N,N,N,0,N,Scam
5,6686,1337.2,0,0,N,N,N,0,N,Bot
23791,263,0.0110546,524,47401.07985,N,N,N,1,Yes,Spam
1,67,67,3,0.044776119,N,N,N,0,N,Scam
45,3397,75.48888889,2,0.026493965,N,Yes,N,0,N,Bot
5623,1873,0.333096212,1100,3302.349172,N,N,Yes,3,Yes,Real
12122,1885,0.155502392,856,5504.738462,yes,Yes,N,7,Yes,Real
2568,540,0.210280374,1735,8250.888889,N,N,Yes,3,N,Real
6,772,128.6666667,2,0.015544041,Yes,N,N,0,N,Scam
0,406,#DIV/0!,3,#DIV/0!,Yes,N,N,0,N,Scam
1,388,388,0,0,Yes,N,N,0,N,Scam
5,600,120,0,0,Yes,Yes,N,0,N,Scam
20230,175,0.008650519,940,108664,Yes,N,N,5,Yes,Real
5,1982,396.4,1,0.002522704,N,Yes,N,0,N,Bot
11148,2176,0.195191963,1048,5369.073529,N,N,N,1,Yes,Real
97856,202,0.002064258,327,158410.4554,N,N,N,0,Yes,Spam
58371,446,0.007640781,93,12171.53139,N,Yes,Yes,1,Yes,Spam
117464,518,0.004409862,194,43992.30888,Yes,N,Yes,1,N,Spam
6,2319,386.5,2,0.005174644,N,Yes,N,0,N,Bot
7305,2182,0.298699521,1813,6069.644821,Yes,N,Yes,4,N,Real
9714,811,0.08348775,210,2515.339088,yes,Yes,N,2,Yes,Real
18,620,34.44444444,2,0.058064516,N,N,N,0,N,Bot
99216,287,0.002892679,459,158676.4599,N,Yes,Yes,9,Yes,Spam
49845,277,0.005557227,500,89972.92419,N,Yes,N,4,N,Spam
0,407,#DIV/0!,2,#DIV/0!,Yes,Yes,N,0,N,Scam
18864,1101,0.05836514,707,12113.3951,yes,Yes,N,11,Yes,Real
18639,1412,0.075755137,986,13015.61898,yes,Yes,N,2,Yes,Real
15,6421,428.0666667,0,0,N,Yes,N,0,N,Bot
18031,468,0.025955299,2055,79174.58333,yes,Yes,N,8,Yes,Real
9,3595,399.4444444,1,0.002503477,N,N,N,0,N,Bot
144119,424,0.002942013,261,88714.76179,Yes,N,Yes,6,Yes,Spam
5,436,87.2,0,0,Yes,N,N,0,N,Scam
2,134,67,0,0,Yes,N,N,0,N,Scam
37,5922,160.0540541,0,0,N,Yes,N,0,N,Bot
7,763,109,4,0.036697248,Yes,N,N,0,N,Scam
20995,617,0.02938795,598,20348.4765,yes,Yes,N,5,N,Real
7758,932,0.120134055,961,7999.396996,N,N,Yes,12,N,Real
11538,2090,0.181140579,1074,5929.096651,Yes,Yes,Yes,6,Yes,Real
5298,1987,0.375047188,605,1613.130347,yes,N,N,2,Yes,Real
61009,873,0.014309364,252,17610.84536,N,N,N,0,N,Spam
78832,300,0.003805561,553,145313.6533,N,N,Yes,8,Yes,Spam
7103,1262,0.177671406,1854,10434.99366,yes,N,N,4,N,Real
20,6160,308,2,0.006493506,N,N,N,0,N,Bot
4,33,8.25,0,0,N,Yes,N,0,N,Scam
0,39,#DIV/0!,4,#DIV/0!,N,Yes,N,0,N,Scam
67602,860,0.012721517,11,864.6767442,N,Yes,Yes,3,Yes,Spam
7,681,97.28571429,3,0.030837004,N,Yes,N,0,N,Scam
56490,199,0.003522747,529,150166.8844,N,N,Yes,6,N,Spam
0,5051,#DIV/0!,1,#DIV/0!,N,N,N,0,N,Bot
3,5,1.666666667,2,1.2,Yes,N,N,0,N,Scam
34,5817,171.0882353,0,0,N,N,N,0,N,Bot
142746,326,0.002283777,36,15763.36196,N,Yes,N,8,N,Spam
11,4423,402.0909091,1,0.002487,N,N,N,0,N,Bot
77281,1067,0.013806757,398,28826.46485,Yes,Yes,Yes,6,Yes,Spam
13994,724,0.051736458,2121,40996.23481,N,Yes,Yes,13,Yes,Real
76158,425,0.005580504,736,131887.7365,N,N,N,5,N,Spam
2,67,33.5,1,0.029850746,N,N,N,0,N,Scam
4,76,19,0,0,Yes,Yes,N,0,N,Scam
89231,312,0.003496543,190,54339.39103,N,N,N,4,Yes,Spam
0,483,#DIV/0!,3,#DIV/0!,Yes,N,N,0,N,Scam
0,100,#DIV/0!,3,#DIV/0!,N,Yes,N,0,N,Scam
131857,81,0.000614302,592,963695.6049,Yes,Yes,N,4,N,Spam
3386,243,0.071766096,249,3469.604938,yes,N,N,6,N,Real
6,765,127.5,3,0.023529412,Yes,Yes,N,0,N,Scam
1,148,148,2,0.013513514,Yes,Yes,N,0,N,Scam
131282,510,0.003884767,207,53285.04706,Yes,Yes,N,6,N,Spam
7,151,21.57142857,4,0.185430464,N,N,N,0,N,Scam
21,1764,84,2,0.023809524,N,Yes,N,0,N,Bot
7,240,34.28571429,3,0.0875,Yes,N,N,0,N,Scam
44,4932,112.0909091,1,0.00892133,N,N,N,0,N,Bot
3828,2090,0.545977011,2083,3815.178947,N,Yes,Yes,14,Yes,Real
38782,173,0.004460832,111,24883.24855,N,Yes,Yes,7,N,Spam
36,4095,113.75,2,0.017582418,N,Yes,N,0,N,Bot
4,6512,1628,2,0.001228501,N,N,N,0,N,Bot
9046,1286,0.142162282,1324,9313.300156,yes,Yes,N,8,Yes,Real
98313,40,0.000406864,656,1612333.2,Yes,Yes,Yes,3,Yes,Spam
3,527,175.6666667,3,0.017077799,Yes,N,N,0,N,Scam
33,3495,105.9090909,2,0.01888412,N,N,N,0,N,Bot
28,6082,217.2142857,2,0.009207498,N,Yes,N,0,N,Bot
7,760,108.5714286,3,0.027631579,N,Yes,N,0,N,Scam
1,273,273,3,0.010989011,Yes,Yes,N,0,N,Scam
290,817,2.817241379,1898,673.7086903,N,N,N,12,N,Real
10,234,23.4,1,0.042735043,N,Yes,N,0,N,Bot
14252,1011,0.070937412,637,8979.746785,yes,N,Yes,5,Yes,Real
9634,1530,0.158812539,2034,12807.55294,Yes,N,Yes,7,Yes,Real
8148,194,0.023809524,143,6006,Yes,Yes,N,1,Yes,Spam
46,6663,144.8478261,1,0.006903797,N,Yes,N,0,N,Bot
5,2274,454.8,0,0,N,Yes,N,0,N,Bot
44,2670,60.68181818,0,0,N,Yes,N,0,N,Bot
6,710,118.3333333,1,0.008450704,Yes,Yes,N,0,N,Scam
12237,1941,0.158617308,1591,10030.43122,yes,Yes,N,1,N,Real
2275,440,0.193406593,288,1489.090909,Yes,Yes,N,14,N,Real
80791,104,0.001287272,600,466101.9231,Yes,Yes,N,3,N,Spam
14132,1778,0.125813756,2370,18837.36783,yes,N,Yes,12,Yes,Real
9060,402,0.044370861,1688,38042.98507,Yes,Yes,N,1,Yes,Real
28,1838,65.64285714,1,0.01523395,N,Yes,N,0,N,Bot
36,3591,99.75,0,0,N,N,N,0,N,Bot
45,5794,128.7555556,0,0,N,N,N,0,N,Bot
3,2624,874.6666667,1,0.001143293,N,N,N,0,N,Bot
3,382,127.3333333,0,0,N,N,N,0,N,Scam
7789,142,0.018230838,1135,62257.14789,Yes,N,Yes,9,N,Real
6290,1337,0.212559618,345,1623.074046,Yes,N,Yes,13,Yes,Real
14618,1620,0.110822274,828,7471.422222,Yes,Yes,N,9,N,Real
8424,1210,0.143637227,1479,10296.77355,N,Yes,N,11,N,Real
4,558,139.5,3,0.021505376,Yes,Yes,N,0,N,Scam
10418,2128,0.204261854,500,2447.838346,yes,N,Yes,5,Yes,Real
8,4671,583.875,1,0.001712695,N,Yes,N,0,N,Bot
2912,550,0.188873626,660,3494.4,N,Yes,Yes,2,Yes,Spam
73704,332,0.004504505,531,117882,Yes,Yes,Yes,3,Yes,Spam
10065,831,0.082563338,2566,31079.16968,Yes,Yes,N,5,N,Real
34,2622,77.11764706,0,0,N,N,N,0,N,Bot
45,2798,62.17777778,0,0,N,Yes,N,0,N,Bot
11302,401,0.035480446,2659,74942.68828,Yes,Yes,N,0,Yes,Real
1574,2097,1.33227446,626,469.8731521,N,N,Yes,1,Yes,Real
8150,1442,0.176932515,1803,10190.32594,yes,N,N,10,N,Real
9753,1804,0.184968728,647,3497.888581,yes,Yes,Yes,7,Yes,Real
5391,1338,0.24819143,220,886.4125561,Yes,N,Yes,14,N,Real
4801,1231,0.256404916,2227,8685.48091,N,Yes,N,0,Yes,Real
26,4779,183.8076923,2,0.010880937,N,Yes,N,0,N,Bot
12,5222,435.1666667,2,0.00459594,N,N,N,0,N,Bot
5,119,23.8,2,0.084033613,N,N,N,0,N,Scam
1,431,431,1,0.002320186,Yes,N,N,0,N,Scam
12352,548,0.044365285,2096,47244.14599,N,N,Yes,7,N,Real
12493,1401,0.1121428,2648,23612.75089,N,Yes,Yes,8,N,Real
1,3815,3815,2,0.000524246,N,N,N,0,N,Bot
4,436,109,1,0.009174312,N,Yes,N,0,N,Scam
40146,894,0.022268719,458,20566.96644,Yes,N,Yes,8,Yes,Spam
2380,1366,0.57394958,429,747.4524158,yes,Yes,N,15,Yes,Real
4659,280,0.060098734,1048,17437.97143,yes,N,Yes,12,Yes,Real
15918,862,0.054152532,2233,41235.37587,Yes,Yes,Yes,3,N,Real
36784,551,0.014979339,212,14152.82759,Yes,Yes,N,4,N,Spam
8,1234,154.25,1,0.006482982,N,Yes,N,0,N,Bot
3,271,90.33333333,3,0.033210332,Yes,Yes,N,0,N,Scam
47977,1064,0.022177293,247,11137.51786,Yes,Yes,N,1,N,Spam
43,4865,113.1395349,2,0.017677287,N,Yes,N,0,N,Bot
38,4789,126.0263158,0,0,N,Yes,N,0,N,Bot
3,5386,1795.333333,2,0.001113999,N,N,N,0,N,Bot
0,599,#DIV/0!,3,#DIV/0!,Yes,Yes,N,0,N,Scam
23,1850,80.43478261,2,0.024864865,N,N,N,0,N,Bot
2366,2088,0.882502113,545,617.5622605,N,Yes,N,13,Yes,Real
15,5034,335.6,0,0,N,Yes,N,0,N,Bot
7,590,84.28571429,2,0.023728814,Yes,N,N,0,N,Scam
88797,198,0.002229805,27,12108.68182,N,Yes,N,5,N,Spam
3650,1795,0.491780822,361,734.0668524,N,N,N,5,Yes,Real
76108,302,0.003968045,566,142639.4967,Yes,Yes,Yes,7,N,Spam
1,208,208,3,0.014423077,Yes,Yes,N,0,N,Scam
37,4880,131.8918919,0,0,N,Yes,N,0,N,Bot
46,400,8.695652174,2,0.23,N,Yes,N,0,N,Bot
92357,940,0.010177897,45,4421.345745,N,Yes,N,0,Yes,Spam
7,617,88.14285714,1,0.011345219,Yes,N,N,0,N,Scam
9133,530,0.058031315,2186,37669.31698,yes,Yes,Yes,12,N,Real
15257,2149,0.140853379,2545,18068.43416,Yes,Yes,N,5,N,Real
6,283,47.16666667,4,0.084805654,Yes,Yes,N,0,N,Scam
22,991,45.04545455,1,0.022199798,N,Yes,N,0,N,Bot
19,3865,203.4210526,2,0.009831824,N,Yes,N,0,N,Bot
19,6159,324.1578947,2,0.006169833,N,Yes,N,0,N,Bot
16594,721,0.04344944,1306,30057.9251,N,N,Yes,1,N,Real
7,432,61.71428571,3,0.048611111,Yes,N,N,0,N,Scam
5,593,118.6,3,0.02529511,Yes,Yes,N,0,N,Scam
7,97,13.85714286,2,0.144329897,Yes,Yes,N,0,N,Scam
41735,709,0.016988139,191,11243.13822,N,Yes,Yes,0,N,Spam
15556,1453,0.093404474,1238,13254.18307,Yes,Yes,N,13,Yes,Real
4,370,92.5,4,0.043243243,Yes,Yes,N,0,N,Scam
13817,992,0.071795614,1989,27703.64214,N,Yes,N,9,N,Real
9131,658,0.072062206,462,6411.12766,Yes,Yes,N,2,Yes,Spam
36,471,13.08333333,0,0,N,Yes,N,0,N,Bot
6094,360,0.0590745,1573,26627.39444,yes,N,Yes,11,Yes,Real
119937,737,0.006144893,172,27990.72456,N,N,N,0,N,Spam
50145,126,0.002512713,180,71635.71429,N,Yes,N,1,Yes,Spam
3285,1525,0.464231355,177,381.2754098,N,Yes,Yes,13,Yes,Real
51555,812,0.01575017,511,32444.09483,Yes,N,Yes,8,Yes,Spam
2,377,188.5,0,0,Yes,Yes,N,0,N,Scam
2987,2258,0.755942417,2499,3305.807352,Yes,N,Yes,13,Yes,Real
7,318,45.42857143,3,0.066037736,N,Yes,N,0,N,Scam
41,6455,157.4390244,2,0.012703331,N,Yes,N,0,N,Bot
149717,353,0.002357782,356,150989.3824,Yes,Yes,N,0,N,Spam
1,3539,3539,0,0,N,N,N,0,N,Bot
2,707,353.5,4,0.011315417,Yes,N,N,0,N,Scam
2834,1460,0.5151729,384,745.3808219,yes,Yes,N,1,Yes,Real
11748,1286,0.109465441,1987,18151.84759,Yes,Yes,Yes,2,Yes,Real
2,173,86.5,1,0.011560694,N,N,N,0,N,Scam
15069,899,0.059658902,1534,25712.84316,N,N,Yes,13,Yes,Real
42,6477,154.2142857,1,0.006484484,N,N,N,0,N,Bot
21447,105,0.00489579,1405,286981.2857,N,Yes,Yes,2,Yes,Real
4,30,7.5,1,0.133333333,Yes,N,N,0,N,Scam
3,457,152.3333333,3,0.019693654,N,Yes,N,0,N,Scam
13,2197,169,0,0,N,Yes,N,0,N,Bot
0,400,#DIV/0!,2,#DIV/0!,Yes,Yes,N,0,N,Scam
45,3722,82.71111111,0,0,N,N,N,0,N,Bot
0,129,#DIV/0!,4,#DIV/0!,N,Yes,N,0,N,Scam
13108,1417,0.108101922,407,3764.96542,N,N,Yes,3,Yes,Real
15,4551,303.4,0,0,N,Yes,N,0,N,Bot
76004,777,0.010223146,501,49006.44015,Yes,Yes,N,4,Yes,Spam
24,826,34.41666667,1,0.02905569,N,Yes,N,0,N,Bot
29,3783,130.4482759,1,0.007665874,N,N,N,0,N,Bot
907,1235,1.361631753,995,730.7408907,N,Yes,N,6,Yes,Real
17727,1729,0.097534834,2391,24514.31868,Yes,Yes,Yes,11,Yes,Real
1,732,732,1,0.00136612,N,Yes,N,0,N,Scam
58021,721,0.012426535,112,9012.970874,N,Yes,Yes,2,N,Spam
10899,9,0.000825764,1929,2336019,Yes,N,Yes,0,Yes,Real
5,404,80.8,3,0.037128713,N,N,N,0,N,Scam
1,254,254,0,0,N,Yes,N,0,N,Scam
12554,1141,0.090887367,674,7415.77213,yes,N,N,13,Yes,Real
17798,2168,0.121811439,182,1494.112546,N,Yes,N,15,N,Real
10,4752,475.2,2,0.004208754,N,Yes,N,0,N,Bot
3061,536,0.175106174,894,5105.473881,yes,Yes,N,9,N,Real
37,5803,156.8378378,0,0,N,N,N,0,N,Bot
2,427,213.5,0,0,Yes,N,N,0,N,Scam
96987,802,0.008269149,603,72921.64713,Yes,Yes,N,9,Yes,Spam
16939,1799,0.106204617,478,4500.74597,N,Yes,Yes,2,Yes,Real
133411,903,0.006768557,43,6352.904762,Yes,N,N,1,Yes,Spam
0,83,#DIV/0!,3,#DIV/0!,N,Yes,N,0,N,Scam
26,5106,196.3846154,1,0.005092049,N,N,N,0,N,Bot
21,5847,278.4285714,2,0.007183171,N,Yes,N,0,N,Bot
4352,940,0.215992647,2168,10037.37872,Yes,Yes,N,12,N,Real
3,5460,1820,2,0.001098901,N,N,N,0,N,Bot
1,315,315,1,0.003174603,Yes,N,N,0,N,Scam
5,534,106.8,0,0,N,N,N,0,N,Scam
19930,1948,0.097742097,1368,13996.01643,yes,Yes,N,0,N,Real
4,457,114.25,4,0.035010941,N,N,N,0,N,Scam
6981,503,0.072052715,1899,26355.70378,yes,N,N,9,N,Real
9,6018,668.6666667,1,0.001495513,N,Yes,N,0,N,Bot
142681,561,0.003931848,86,21872.66667,N,N,Yes,8,Yes,Spam
109781,543,0.004946211,333,67324.25967,Yes,Yes,Yes,1,N,Spam
29,1987,68.51724138,2,0.029189733,N,N,N,0,N,Bot
2762,1588,0.574945692,1133,1970.620907,Yes,Yes,N,14,N,Real
5,501,100.2,1,0.00998004,Yes,Yes,N,0,N,Scam
5,45,9,4,0.444444444,Yes,N,N,0,N,Scam
19490,671,0.034427912,1837,53357.86885,yes,Yes,Yes,7,N,Real
3172,798,0.251576293,1741,6920.365915,N,Yes,N,6,Yes,Real
7,494,70.57142857,0,0,N,Yes,N,0,N,Scam
38,3734,98.26315789,0,0,N,Yes,N,0,N,Bot
4847,2160,0.445636476,655,1469.80787,yes,N,Yes,5,Yes,Real
7968,1707,0.214231928,827,3860.302285,Yes,Yes,Yes,4,N,Real
5,590,118,2,0.016949153,N,Yes,N,0,N,Scam
2,471,235.5,1,0.004246285,N,N,N,0,N,Scam
4,500,125,1,0.008,N,N,N,0,N,Scam
4,98,24.5,0,0,Yes,N,N,0,N,Scam
7,152,21.71428571,2,0.092105263,N,N,N,0,N,Scam
2111,1752,0.829938418,1876,2260.408676,Yes,Yes,Yes,2,Yes,Real
9,5443,604.7777778,1,0.0016535,N,Yes,N,0,N,Bot
3,2974,991.3333333,2,0.002017485,N,N,N,0,N,Bot
0,118,#DIV/0!,4,#DIV/0!,Yes,N,N,0,N,Scam
2,256,128,0,0,N,N,N,0,N,Scam
1461,1530,1.047227926,266,254.0039216,Yes,Yes,Yes,4,N,Real
45,5927,131.7111111,2,0.015184748,N,N,N,0,N,Bot
45,6649,147.7555556,1,0.006767935,N,Yes,N,0,N,Bot
23733,501,0.021109847,457,21648.66467,Yes,N,N,5,N,Spam
5639,483,0.085653485,2333,27237.65424,yes,N,Yes,11,N,Real
14833,343,0.023124115,725,31352.55102,N,N,Yes,5,Yes,Real
24,4342,180.9166667,2,0.011054813,N,Yes,N,0,N,Bot
0,55,#DIV/0!,2,#DIV/0!,N,N,N,0,N,Scam
12798,841,0.065713393,330,5021.807372,N,Yes,N,3,Yes,Spam
8,2284,285.5,0,0,N,N,N,0,N,Bot
7365,1438,0.195247794,2356,12066.71766,yes,N,Yes,4,Yes,Real
0,732,#DIV/0!,3,#DIV/0!,N,Yes,N,0,N,Scam
119408,673,0.005636138,169,29985.06984,Yes,Yes,Yes,0,N,Spam
6018,2111,0.35078099,1178,3358.220748,yes,N,N,14,N,Real
5461,965,0.176707563,857,4849.820725,yes,Yes,N,3,Yes,Real
0,2260,#DIV/0!,2,#DIV/0!,N,Yes,N,0,N,Bot
1,579,579,3,0.005181347,N,Yes,N,0,N,Scam
39,2029,52.02564103,2,0.038442583,N,Yes,N,0,N,Bot
16,3401,212.5625,1,0.004704499,N,Yes,N,0,N,Bot
0,6453,#DIV/0!,1,#DIV/0!,N,N,N,0,N,Bot
17522,669,0.038180573,2572,67364.10164,N,Yes,N,12,Yes,Real
13296,1532,0.115222623,455,3948.877285,Yes,N,N,0,N,Real
6,4663,777.1666667,2,0.002573451,N,Yes,N,0,N,Bot
48,416,8.666666667,0,0,N,Yes,N,0,N,Bot
12838,657,0.051176196,1802,35211.68341,N,N,N,12,Yes,Real
12,1395,116.25,1,0.008602151,N,Yes,N,0,N,Bot
135271,237,0.001752039,582,332184.481,Yes,N,N,3,Yes,Spam
47,813,17.29787234,1,0.057810578,N,Yes,N,0,N,Bot
4187,504,0.120372582,1166,9686.59127,N,Yes,Yes,4,N,Real
13615,614,0.045097319,2453,54393.4772,N,N,N,3,Yes,Real
7,570,81.42857143,3,0.036842105,Yes,N,N,0,N,Scam
8645,854,0.098785425,1824,18464.2623,Yes,N,Yes,3,N,Real
5,4162,832.4,1,0.001201346,N,N,N,0,N,Bot
4,621,155.25,0,0,N,Yes,N,0,N,Scam
12,6014,501.1666667,1,0.001995344,N,Yes,N,0,N,Bot
23,6677,290.3043478,2,0.006889322,N,Yes,N,0,N,Bot
72099,835,0.011581298,298,25731.14012,N,Yes,N,5,Yes,Spam
3283,1121,0.341455985,2178,6378.567351,yes,N,Yes,11,Yes,Real
9329,253,0.027119734,1583,58370.77866,Yes,Yes,N,7,N,Real
0,304,#DIV/0!,3,#DIV/0!,Yes,Yes,N,0,N,Scam
54509,222,0.004072722,388,95267.98198,N,Yes,Yes,8,Yes,Spam
118662,834,0.007028366,580,82522.73381,N,N,N,1,N,Spam
7761,152,0.019585105,2365,120755.0329,N,N,Yes,5,N,Real
5,5197,1039.4,2,0.001924187,N,N,N,0,N,Bot
7133,878,0.123089864,2638,21431.49658,N,Yes,N,15,N,Real
25,3107,124.28,1,0.008046347,N,Yes,N,0,N,Bot
41,5852,142.7317073,1,0.007006152,N,Yes,N,0,N,Bot
7,270,38.57142857,0,0,N,N,N,0,N,Scam
116922,297,0.002540155,110,43304.44444,Yes,Yes,N,4,Yes,Spam
7,664,94.85714286,1,0.010542169,N,N,N,0,N,Scam
41109,651,0.015835948,88,5556.976959,N,Yes,Yes,5,Yes,Spam
40,1583,39.575,2,0.050536955,N,Yes,N,0,N,Bot
3,94,31.33333333,4,0.127659574,N,Yes,N,0,N,Scam
0,561,#DIV/0!,0,#DIV/0!,N,Yes,N,0,N,Scam
4940,982,0.198785425,147,739.490835,Yes,N,Yes,2,N,Spam
108002,1027,0.009509083,154,16195.04187,Yes,Yes,N,9,Yes,Spam
4,630,157.5,2,0.012698413,Yes,Yes,N,0,N,Scam
7,635,90.71428571,2,0.022047244,N,Yes,N,0,N,Bot
13803,1316,0.095341592,241,2527.75304,Yes,Yes,N,11,N,Real
7,256,36.57142857,0,0,Yes,N,N,0,N,Scam
338,3,0.00887574,575,64783.33333,Yes,Yes,N,7,N,Spam
40,3519,87.975,1,0.011366866,N,Yes,N,0,N,Bot
6214,763,0.122787255,610,4967.942333,Yes,N,N,7,N,Spam
7180,1578,0.219777159,552,2511.634981,N,Yes,N,14,N,Real
0,1609,#DIV/0!,0,#DIV/0!,N,Yes,N,0,N,Bot
17,4841,284.7647059,1,0.003511671,N,N,N,0,N,Bot
23,3994,173.6521739,0,0,N,N,N,0,N,Bot
1,136,136,0,0,Yes,N,N,0,N,Scam
8293,1300,0.156758712,2643,16860.30692,yes,Yes,Yes,14,N,Real
1,358,358,4,0.011173184,Yes,N,N,0,N,Scam
33,3083,93.42424242,1,0.01070386,N,Yes,N,0,N,Bot
2,249,124.5,1,0.008032129,Yes,N,N,0,N,Scam
113908,86,0.000754995,131,173511.0233,N,Yes,Yes,4,Yes,Spam
29,2563,88.37931034,0,0,N,Yes,N,0,N,Bot
17750,424,0.023887324,667,27922.75943,Yes,Yes,Yes,0,N,Real
13930,1276,0.091600861,399,4355.854232,N,Yes,N,15,Yes,Real
16860,1666,0.09881376,1189,12032.73709,yes,Yes,Yes,6,N,Real
4,67,16.75,2,0.119402985,Yes,N,N,0,N,Scam
5,474,94.8,4,0.042194093,N,Yes,N,0,N,Scam
145532,633,0.004349559,465,106907.3934,Yes,N,N,7,Yes,Spam
70315,369,0.005247813,351,66885,Yes,Yes,Yes,1,N,Spam
3,449,149.6666667,1,0.006681514,Yes,N,N,0,N,Scam
132866,600,0.004515828,93,20594.23,N,Yes,N,1,Yes,Spam
4,210,52.5,0,0,Yes,N,N,0,N,Scam
2,367,183.5,4,0.021798365,Yes,N,N,0,N,Scam
141734,730,0.005150493,414,80380.65205,N,Yes,N,7,N,Spam
5,212,42.4,0,0,N,Yes,N,0,N,Scam
4,509,127.25,1,0.007858546,N,N,N,0,N,Scam
98924,150,0.001516316,231,152342.96,Yes,N,Yes,5,N,Spam
13672,53,0.003876536,700,180573.5849,N,N,N,0,Yes,Real
1518,28,0.018445323,1150,62346.42857,yes,N,Yes,13,N,Real
10716,316,0.029488615,1662,56360.73418,N,Yes,Yes,13,Yes,Real
2,632,316,4,0.012658228,N,Yes,N,0,N,Scam
43843,130,0.002965126,600,202352.3077,Yes,Yes,Yes,0,Yes,Spam
6,150,25,3,0.12,Yes,Yes,N,0,N,Scam
12,4234,352.8333333,1,0.002834199,N,Yes,N,0,N,Bot
1,623,623,1,0.001605136,N,N,N,0,N,Scam
14717,1823,0.123870354,957,7725.819528,Yes,Yes,N,9,Yes,Real
11,5983,543.9090909,0,0,N,N,N,0,N,Bot
133969,678,0.005060872,589,116383.0988,Yes,Yes,Yes,8,N,Spam
9883,2162,0.218759486,869,3972.399167,yes,N,Yes,6,N,Real
8262,9,0.001089325,490,449820,Yes,N,N,0,Yes,Spam
66978,598,0.008928305,84,9408.280936,Yes,Yes,N,2,Yes,Spam
28,5212,186.1428571,2,0.010744436,N,N,N,0,N,Bot
11920,537,0.045050336,612,13584.80447,yes,Yes,Yes,3,N,Real
47,4997,106.3191489,1,0.009405643,N,Yes,N,0,N,Bot
1,425,425,1,0.002352941,Yes,N,N,0,N,Scam
5,746,149.2,3,0.020107239,Yes,N,N,0,N,Scam
4,15,3.75,2,0.533333333,Yes,N,N,0,N,Scam
31,6506,209.8709677,1,0.004764832,N,Yes,N,0,N,Bot
18273,1476,0.080774914,2403,29749.33537,N,Yes,N,13,N,Real
114827,36,0.000313515,33,105258.0833,N,N,Yes,1,N,Spam
20026,2234,0.111554979,791,7090.674127,Yes,N,N,11,N,Real
66849,101,0.001510868,184,121784.3168,Yes,Yes,Yes,1,Yes,Spam
5,607,121.4,2,0.016474465,Yes,Yes,N,0,N,Scam
10794,750,0.069483046,985,14176.12,N,Yes,N,14,Yes,Real
17197,1053,0.06123161,1250,20414.2925,Yes,N,N,8,Yes,Real
7570,448,0.059180978,344,5812.678571,Yes,Yes,Yes,4,N,Spam
4067,1877,0.461519548,2086,4519.851891,Yes,Yes,N,13,Yes,Real
2,2792,1396,2,0.001432665,N,N,N,0,N,Bot
10139,1076,0.106124864,2379,22416.98978,Yes,N,N,6,Yes,Real
25,1944,77.76,2,0.025720165,N,Yes,N,0,N,Bot
5,102,20.4,1,0.049019608,N,Yes,N,0,N,Scam
13235,1832,0.138420854,2642,19086.71943,N,Yes,Yes,14,N,Real
18468,1418,0.07678146,981,12776.52186,yes,N,Yes,2,Yes,Real
15255,1179,0.077286136,1262,16328.9313,Yes,Yes,Yes,12,N,Real
18176,673,0.037026849,2665,71974.79941,N,N,Yes,8,Yes,Real
7390,137,0.018538566,1299,70070.14599,N,N,Yes,9,N,Real
38,4119,108.3947368,0,0,N,N,N,0,N,Bot
4802,2178,0.453561016,1713,3776.779614,N,Yes,Yes,9,N,Real
6,711,118.5,1,0.008438819,N,N,N,0,N,Scam
21,1168,55.61904762,0,0,N,N,N,0,N,Bot
1,36,36,2,0.055555556,N,Yes,N,0,N,Scam
4,711,177.75,0,0,N,Yes,N,0,N,Scam
19425,1682,0.086589447,830,9585.463734,yes,Yes,N,2,Yes,Real
9332,220,0.023574796,87,3690.381818,Yes,N,N,5,N,Spam
27,3638,134.7407407,2,0.014843321,N,N,N,0,N,Bot
43,2962,68.88372093,0,0,N,N,N,0,N,Bot
1,241,241,3,0.012448133,Yes,Yes,N,0,N,Scam
35062,526,0.015001996,566,37728.31179,N,N,Yes,8,Yes,Spam
112172,951,0.008478052,531,62632.31546,Yes,N,Yes,2,Yes,Spam
149307,708,0.004741908,289,60945.93644,Yes,N,N,4,N,Spam
27,1386,51.33333333,2,0.038961039,N,N,N,0,N,Bot
1,749,749,4,0.005340454,N,N,N,0,N,Scam
28,3287,117.3928571,1,0.008518406,N,Yes,N,0,N,Bot
32,3663,114.46875,0,0,N,N,N,0,N,Bot
